trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
523,False,"{'a': 0.5, 'e': 0.07268942442628044}",25,15,17.80422307349914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07232597730414904}",25,9,25.854471987744432,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07196434741762829}",20,7,20.379373017289534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.07160452568054015}",25,11,24.003079464923122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07124650305213745}",25,14,18.47433765213497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07089027053687676}",25,12,22.365245818602713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07053581918419238}",20,11,17.421056968328926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07018314008827141}",20,0,28.89910750959456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.06983222438783006}",25,16,19.583660563853062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.0694830632658909}",20,11,4.693852854781939,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.06913564794956145}",25,20,10.801279362968648,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.06878996970981364}",30,22,19.102361440746698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06844601986126457}",20,7,22.84484466901745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06810378976195826}",35,12,-34.613820604856,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.06776327081314847}",30,18,20.880947648534605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06742445445908272}",25,11,23.87294113756769,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06708733218678731}",30,16,31.39562640896546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.06675189552585337}",25,0,43.67513669142186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.06641813604822411}",25,15,19.570890697411183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06608604536798299}",25,9,22.750511973398513,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06575561514114306}",25,11,13.384797682255769,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06542683706543735}",20,5,27.49545619550916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06509970288011016}",20,3,-12.429472847244035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.5, 'e': 0.06477420436570962}",20,0,-39.49245207594778,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.06445033334388106}",25,12,21.304066353728487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06412808167716166}",25,17,17.81383855976324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06380744126877586}",20,12,16.877292074086583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06348840406243197}",20,6,14.331020803414308,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0631709620421198}",20,4,23.287389626030798,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.06285510723190921}",25,0,37.97880221648625,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.5, 'e': 0.06254083169574966}",25,9,25.575905694289617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.062228127537270916}",25,11,-12.089359161137772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.06191698689958456}",25,15,21.42936164951783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.061607401965086635}",30,22,15.39354281819811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.061299364955261205}",20,4,29.672231439006293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.0609928681304849}",25,13,25.659117994505678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.06068790378983247}",25,16,9.091166233200475,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06038446427088331}",20,2,25.991762366442728,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.060082541949528896}",25,15,16.366460265747882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.05978212923978125}",30,12,34.39226392215575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05948321859358234}",30,0,42.99067024348284,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.05918580250061443}",25,0,41.73291312363942,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.05888987348811136}",30,15,30.916967357468728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0585954241206708}",25,7,19.910063455106055,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.058302447000067446}",30,14,26.21197251753631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.05801093476506711}",20,7,12.450668525472151,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.05772088009124177}",30,20,20.594920251922602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.057432275690785566}",30,11,31.554697390404396,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.05714511431233164}",30,16,14.773363599691555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05685938874076998}",25,17,14.634940545070606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.05657509179706613}",25,13,22.56936076058505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0562922163380808}",20,12,13.6792748605251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.05601075525639039}",25,7,11.404431762427484,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.05573070148010844}",25,8,32.29444078543442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.0554520479727079}",30,16,14.793205724566421,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05517478773284436}",30,13,28.261977113807273,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05489891379418013}",35,20,28.801136224198878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.054624419225209234}",20,15,7.14870305808728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.05435129712908319}",20,1,29.418226066333343,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05407954064343777}",20,14,13.201499265992188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.053809142940220586}",30,14,29.436239672544318,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05354009722551948}",25,10,29.21336297443853,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05327239673939188}",30,15,11.505180962578603,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053006034755694924}",30,13,32.91392787898212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.05274100458191645}",30,13,31.53909203203038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.05247729955900687}",20,16,7.9533304918567325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.05221491306121183}",25,13,21.635710575037063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05195383849590577}",20,12,3.789847796923018,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.051694069303426245}",25,19,13.302148528368596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.051435598956909113}",30,14,13.91461179047618,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.05117842096212456}",20,12,-27.666737969477005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.050922528857313944}",25,10,28.88378259622932,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.050667916213027374}",20,9,21.482559276083162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.050414576631962235}",20,11,14.115328330944559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.05016250374880243}",20,6,29.711688354629015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.04991169123005841}",30,12,17.34186848750605,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,5,32.64900512866804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,6,25.111885136631145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,22,15.703430874483551,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,9,21.19825181705046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,0,36.88328731594552,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,9,20.772345966445698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,13,31.564302457818282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,13,12.04637894551466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,15.10294186044813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,19.98609016715648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
