trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
338,False,"{'a': 0.5, 'e': 0.1837389761633055}",20,6,12.034240203183707,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18282028128248898}",25,18,7.026607739289239,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18190617987607652}",30,16,13.681422958650405,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669615}",25,12,24.890825063077646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.18009166573181265}",20,0,-23.75176187387383,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.1791912074031536}",20,13,-29.09180872430047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613783}",20,8,1.0250667788870205,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930713}",20,9,3.0432287590521403,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.1765167562337606}",25,9,26.083870634531248,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,11,1.9029106125856532,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,7,21.71750025213233,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.1738822215823772}",20,12,4.296328935739023,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17301281047446532}",25,15,7.371626020376238,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.172147746422093}",25,11,16.714682121716333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",35,16,29.733805799908787,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1704305726515326}",20,5,9.006458269796825,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16957841978827495}",30,21,16.573545535273663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,7,-9.998675659911083,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",30,16,14.723228311160577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",20,14,15.048641148118675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,5,12.165878895530803,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",20,12,15.46908775963583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261857}",20,13,15.271713751350065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890547}",20,0,29.171425595858633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",25,14,21.18368440255153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.1620982441899554}",25,18,7.250445336096037,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1612877529690056}",25,13,20.36062132380747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.1604813142041606}",25,0,40.391325945625816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.15967890763313977}",20,1,22.133949569032083,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15888051309497409}",25,11,17.021237192722683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.1580861105294992}",25,3,-19.8951960901793,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
369,False,"{'a': 0.5, 'e': 0.1572956799768517}",20,8,6.002499491024032,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.15650920157696746}",20,12,11.99468333957879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.1557266555690826}",30,11,31.54377398614912,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1549480222912372}",20,8,-63.40096246566715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
373,False,"{'a': 0.5, 'e': 0.15417328217978102}",20,0,-40.72849682002152,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.1534024157688821}",20,8,21.91866386418206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1526354036900377}",20,10,9.764344710535816,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.1518722266715875}",30,0,32.34995018947965,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.15111286553822956}",25,11,21.411907084849297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15035730121053842}",25,15,18.137604389100765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.14960551470448571}",20,14,12.220405294099265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14885748713096328}",25,13,26.02718028590108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14811319969530848}",20,9,21.442021710653595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14737263369683193}",20,15,2.172410703233883,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14663577052834778}",30,15,13.798017705704762,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14590259167570604}",20,6,13.484314374713271,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14517307871732751}",30,23,9.975620180369813,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14444721332374086}",30,14,26.56882219395131,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14372497725712216}",30,7,37.34175192058188,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14300635237083656}",20,4,-20.765373398317102,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.14229132060898236}",20,5,-20.767936334759554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
390,False,"{'a': 0.5, 'e': 0.14157986400593744}",20,1,-25.59476165225122,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.14087196468590776}",20,0,-9.946436011857138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.14016760486247823}",20,4,-32.40216114882349,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.13946676683816583}",20,5,-16.469996182055855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.5, 'e': 0.138769433003975}",20,13,-7.27608036405693,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13807558583895513}",20,0,28.68357153842177,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.13738520790976036}",20,0,22.5708519847206,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.13669828187021155}",30,3,4.570934742676832,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.13601479046086049}",20,14,10.333527169331806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.1353347165085562}",20,8,14.135356971386326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1346580429260134}",20,0,7.679139168706161,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13398475271138333}",25,5,19.989368708765472,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13331482894782642}",35,23,8.547135400455131,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13264825480308728}",20,11,6.339904180235593,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13198501352907185}",20,2,10.147491849126958,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.1313250884614265}",25,5,-12.63276740196917,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.13066846301911936}",20,4,30.485539222338062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13001512070402377}",20,6,14.164377434257279,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.12936504510050365}",20,13,14.15726314548642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12871821987500112}",25,11,9.852471977640166,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12807462877562611}",30,18,21.28383011215682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12743425563174798}",20,0,9.038543226780847,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.12679708435358925}",20,10,-25.372128298625576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
413,False,"{'a': 0.5, 'e': 0.1261630989318213}",25,0,-22.759630046211743,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.1255322834371622}",20,0,25.42275255844863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.12490462201997637}",25,13,12.070740971964817,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.1242800989098765}",20,0,-23.11132324211419,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.12365869841532712}",35,21,11.257162280716672,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12304040492325048}",20,0,-16.564130553572557,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.12242520289863422}",20,2,20.021790547319675,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12181307688414106}",25,13,22.340572218539915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12120401149972035}",25,20,8.050033740717538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12059799144222175}",20,15,-12.823137893304416,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.11999500148501063}",20,5,2.6191964907771683,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11939502647758558}",20,2,18.864164248422664,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11879805134519765}",20,0,-44.21051628774919,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
426,False,"{'a': 0.5, 'e': 0.11820406108847166}",20,0,15.036760777221355,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.11761304078302931}",25,5,10.09454377800595,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11702497557911416}",25,19,11.853658293891417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11643985070121858}",20,12,-26.654619579726997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.1158576514477125}",25,11,11.385859540436634,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11527836319047394}",20,9,20.899359037010488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11470197137452157}",20,15,10.023141941730838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11412846151764895}",25,15,7.164964313858698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11355781921006071}",25,11,-27.109408831084316,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.1129900301140104}",25,13,-33.49418825741344,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.11242507996344035}",35,4,-26.959082122109773,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 1}",1
437,False,"{'a': 0.5, 'e': 0.11186295456362315}",35,13,-15.085745462184779,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.5, 'e': 0.11130363979080503}",20,7,17.04065477908846,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.110747121591851}",30,7,-60.12445572830682,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
440,False,"{'a': 0.5, 'e': 0.11019338598389175}",20,0,24.57571326457304,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.10964241905397229}",20,12,17.77700373763592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10909420695870244}",20,9,20.045126228245643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10854873592390892}",30,0,26.416883808195465,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.10800599224428938}",25,10,27.321600038895426,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10746596228306793}",30,21,13.80745739062233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10692863247165259}",25,0,-22.47820915106995,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
447,False,"{'a': 0.5, 'e': 0.10639398930929432}",20,3,-24.97423655254236,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.10586201936274785}",25,3,16.636290237253345,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.1053327092659341}",25,14,19.989783493893622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10480604571960443}",20,13,12.629737240085431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10428201549100642}",20,3,8.0258297227881,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10376060541355138}",20,16,7.935179966294351,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10324180238648363}",30,13,16.90216435694542,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10272559337455121}",30,6,41.33152615114179,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10221196540767845}",25,14,13.366593361751342,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10170090558064006}",25,12,10.601284825955489,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10119240105273686}",20,13,1.1611243359431849,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10068643904747317}",20,9,8.5208161531173,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.1001830068522358}",30,0,47.48734076205485,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.09968209181797462}",25,5,30.33878190354273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09918368135888475}",25,17,14.36194222134412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09868776295209034}",30,6,41.584554171692744,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09819432413732988}",20,5,-5.691354069951409,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09770335251664322}",25,5,32.77867999532986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09721483575406001}",30,4,30.212063470956537,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09672876157528972}",20,12,16.2543264653862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09624511776741326}",20,11,20.138721870681234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.0957638921785762}",30,11,20.84610115650313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09528507271768331}",20,2,29.19134016850217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.0948086473540949}",20,5,27.335122495288335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09433460411732442}",25,15,10.679350069771019,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.0938629310967378}",20,13,5.365884334600507,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09339361644125412}",20,15,9.89765584994103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09292664835904783}",30,0,41.65327814355462,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.0924620151172526}",20,7,27.250546503210618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09199970504166634}",20,14,8.212456412203448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.091539706516458}",20,11,15.424777045396379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09108200798387571}",20,12,14.652447129167687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09062659794395633}",20,0,27.347107331751843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.09017346495423655}",20,12,14.888867866944242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.08972259762946537}",25,14,7.396798514727216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08927398464131804}",20,16,7.32288118214898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08882761471811144}",20,5,21.966407991138002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.0883834766445209}",25,14,20.03311180960218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08794155926129829}",25,14,23.258673866263916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.0875018514649918}",20,0,25.676469038768683,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.08706434220766683}",20,13,9.94003016692363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0866290204966285}",30,19,19.42083048354451,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08619587539414536}",35,17,32.18302848401513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08576489601717463}",20,16,6.738707222500199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08533607153708876}",25,2,28.859433661359667,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08490939117940331}",25,10,26.547651422481472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.0844848442235063}",30,19,17.893144184829666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08406242000238877}",25,18,12.05093071195557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08364210790237682}",20,3,15.29092690884384,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08322389736286494}",25,0,29.964325494012588,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.0828077778760506}",25,12,15.633095787489516,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.08239373898667036}",25,8,27.889217994252412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.081981770291737}",25,5,11.118730421254917,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.08157186144027832}",25,7,30.992528610248513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08116400213307692}",20,10,16.743523606277464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08075818212241154}",20,9,22.316642675515418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08035439121179949}",20,8,24.79587416883117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.07995261925574049}",25,14,20.922017760207808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.07955285615946178}",30,10,36.29927863688814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07915509187866447}",20,14,9.62882436161552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07875931641927116}",25,17,17.151463767343422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.0783655198371748}",30,17,14.876172126173959,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07797369223798892}",20,8,11.075950592514262,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07758382377679898}",30,15,-12.277359993397154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
511,False,"{'a': 0.5, 'e': 0.07719590465791498}",25,19,12.413203401784461,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07680992513462541}",35,21,17.247362777261003,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07642587550895227}",25,18,11.662384555411816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07604374613140752}",20,6,24.94409675227594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07566352740075048}",20,7,18.794496008622847,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07528520976374672}",20,5,27.4606353888133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.074908783714928}",20,14,13.436286786876934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.07453423979635335}",20,13,18.006025985998196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07416156859737158}",30,10,21.71854487513318,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07379076075438473}",25,0,32.70442676480652,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.0734218069506128}",20,10,17.69476122530116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07305469791585974}",20,10,-25.582291394721295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
